sample_id,ade,fde,min_ade,min_fde,miss,nll,occupancy_iou,occupancy_soft_iou,occupancy_brier,branch_confidence,branch_correct,branch_brier,branch_entropy,counterfactual_diversity,occlusion_steps,memory_recall,memory_lifetime,memory_drift,scene_consistency,occlusion_persistence,tracked_confidence,tracked_uncertainty,tracked_importance,tracked_age,active_slot_fraction,mean_retention,mean_update
0.0,3.876534938812256,7.073101043701172,0.970506489276886,1.8056001663208008,0.0,22.408981323242188,0.1678321659564972,0.15788471698760986,0.2526251971721649,0.11854670941829681,0.0,0.907925546169281,2.6687076091766357,4.006659507751465,4.0,1.0,7.866370677947998,0.815516471862793,0.9703083038330078,0.9553476572036743,0.003629824845120311,1.0,0.006064465269446373,7.832279205322266,1.0,0.4807644188404083,0.0037555648013949394
1.0,3.1457135677337646,5.811518669128418,0.6766550540924072,0.9206854104995728,0.0,23.680505752563477,0.2868216931819916,0.1804516315460205,0.22784365713596344,0.1185515895485878,0.0,1.004709243774414,2.6687097549438477,4.006772518157959,3.0,1.0,7.864035129547119,0.8153184056282043,0.9694515466690063,0.9567151665687561,0.0036699515767395496,1.0,0.006118572782725096,7.830052375793457,1.0,0.4807632267475128,0.0037944908253848553
2.0,1.88286292552948,3.3666536808013916,0.15881699323654175,0.331125408411026,0.0,3.4010472297668457,0.2158273309469223,0.1801379919052124,0.23538701236248016,0.11860522627830505,0.0,0.8630495667457581,2.668593406677246,4.006917953491211,2.0,1.0,7.857699394226074,0.8213479518890381,0.9686819314956665,0.9976218938827515,0.0036046644672751427,1.0,0.006005669012665749,7.8226518630981445,1.0,0.48075252771377563,0.0039701396599411964
3.0,4.998119354248047,9.742327690124512,1.2226521968841553,1.6315784454345703,0.0,25.552209854125977,0.1621621549129486,0.17595522105693817,0.2468061000108719,0.11851967126131058,0.0,0.9919103980064392,2.668762445449829,4.0064263343811035,4.0,1.0,7.861949920654297,0.8162832856178284,0.9695878028869629,0.9591153264045715,0.0036961932200938463,1.0,0.006168520078063011,7.827480316162109,1.0,0.4807598292827606,0.0038628438487648964
4.0,2.4265353679656982,4.444016933441162,1.3864879608154297,3.0075039863586426,1.0,41.558815002441406,0.3359375,0.19366174936294556,0.22692884504795074,0.11854848265647888,0.0,0.8717793822288513,2.668703317642212,4.00656270980835,5.0,1.0,7.867088317871094,0.8208778500556946,0.9699267148971558,0.8582196235656738,0.0036399131640791893,1.0,0.0060759857296943665,7.833503723144531,1.0,0.4807687997817993,0.003669740166515112
5.0,3.7912864685058594,7.243045330047607,1.4004664421081543,2.2063891887664795,1.0,25.977834701538086,0.19285714626312256,0.15695291757583618,0.253566175699234,0.11847341805696487,0.0,0.9975165128707886,2.6688411235809326,4.006537437438965,2.0,1.0,7.854355335235596,0.8311792612075806,0.9682134389877319,0.9974247217178345,0.0038170914631336927,1.0,0.006361549254506826,7.81954288482666,1.0,0.480753093957901,0.003990042023360729
6.0,2.823369026184082,5.209096431732178,0.4102521240711212,0.8328791260719299,0.0,9.917440414428711,0.2237762212753296,0.19293580949306488,0.23703567683696747,0.1186184287071228,0.0,0.9168159365653992,2.6685712337493896,4.006564140319824,5.0,1.0,7.876097679138184,0.8137933015823364,0.9716535806655884,0.8517481088638306,0.0034957260359078646,1.0,0.005830883048474789,7.843896389007568,1.0,0.48077765107154846,0.003461209824308753
7.0,1.816577434539795,3.65989089012146,1.178449273109436,2.6034598350524902,1.0,28.624135971069336,0.18493150174617767,0.17075876891613007,0.25452175736427307,0.11875128746032715,0.0,0.8809511065483093,2.6683554649353027,4.00492525100708,4.0,1.0,7.874568462371826,0.8113287091255188,0.9695396423339844,0.9556823968887329,0.0031326068565249443,1.0,0.005229804199188948,7.8406853675842285,1.0,0.4807665944099426,0.0036057024262845516
8.0,3.08707332611084,6.37323522567749,0.4320060610771179,1.3613553047180176,0.0,6.981312274932861,0.2554744482040405,0.1856534630060196,0.2371337115764618,0.11840056627988815,0.0,0.9076360464096069,2.6689586639404297,4.0069098472595215,1.0,1.0,7.8494391441345215,0.8181167840957642,0.9688909649848938,0.9992853999137878,0.0036664109211415052,1.0,0.0061291796155273914,7.869919776916504,1.0,0.48074769973754883,0.004119298420846462
9.0,2.0241384506225586,3.630120038986206,1.4888532161712646,2.4381392002105713,1.0,42.579795837402344,0.13548387587070465,0.17190738022327423,0.2607044279575348,0.11854259669780731,0.0,0.8717421293258667,2.668703556060791,4.007177352905273,1.0,1.0,7.860021591186523,0.8409000039100647,0.9680538773536682,0.9988531470298767,0.0034093144349753857,1.0,0.005686698481440544,7.880074977874756,1.0,0.48076093196868896,0.0038263064343482256
10.0,2.696230173110962,4.8632659912109375,0.743807315826416,0.8828268647193909,0.0,24.246868133544922,0.1589404046535492,0.17562873661518097,0.25443464517593384,0.11844023317098618,0.0,1.004704475402832,2.6688780784606934,4.007110118865967,1.0,1.0,7.852179527282715,0.818922221660614,0.9689828157424927,0.9992032647132874,0.003583979792892933,1.0,0.0060013169422745705,7.8725152015686035,1.0,0.48075050115585327,0.004072762094438076
11.0,5.138179302215576,9.941184997558594,1.020244836807251,1.6951106786727905,0.0,25.031665802001953,0.18571428954601288,0.16212014853954315,0.24585993587970734,0.11857837438583374,0.0,0.9919484853744507,2.668656826019287,4.00656270980835,6.0,1.0,7.871152400970459,0.8388736248016357,0.9691146612167358,0.6243910193443298,0.003584110178053379,1.0,0.005979898385703564,7.838769912719727,1.0,0.4807777404785156,0.0034789294004440308
12.0,4.254356384277344,7.790948390960693,0.329475462436676,0.46773621439933777,0.0,8.717937469482422,0.2517985701560974,0.19519905745983124,0.2324550896883011,0.11857140064239502,0.0,0.9701303243637085,2.668673276901245,4.006466388702393,5.0,1.0,7.873167991638184,0.8150697350502014,0.971505343914032,0.8566056489944458,0.0035898771602660418,1.0,0.00599704310297966,7.84066104888916,1.0,0.4807772934436798,0.0034996578469872475
13.0,4.472927093505859,8.302091598510742,1.1836113929748535,1.82906973361969,0.0,25.394018173217773,0.1560283750295639,0.1483137011528015,0.25207939743995667,0.11854207515716553,0.0,0.9919247031211853,2.668717861175537,4.006802082061768,5.0,1.0,7.866029739379883,0.8293329477310181,0.9701293110847473,0.8582109212875366,0.0036651857662945986,1.0,0.006121882703155279,7.832589149475098,1.0,0.48076868057250977,0.00367353530600667
14.0,2.137859344482422,3.752138614654541,0.6350720524787903,1.3555433750152588,0.0,12.160754203796387,0.2291666716337204,0.1888677030801773,0.24581533670425415,0.11857829242944717,0.0,0.8811825513839722,2.66865873336792,4.006436347961426,4.0,1.0,7.865901470184326,0.8148636817932129,0.969506561756134,0.9590480923652649,0.00355520099401474,1.0,0.005930639803409576,7.831385135650635,1.0,0.48076146841049194,0.0038024454843252897
15.0,4.23702335357666,7.804760456085205,1.5285615921020508,2.5337612628936768,1.0,29.983856201171875,0.15646257996559143,0.17468684911727905,0.24320432543754578,0.1185154914855957,0.0,1.0007778406143188,2.668762683868408,4.006538391113281,2.0,1.0,7.857177257537842,0.8209893703460693,0.9686979055404663,0.9974507689476013,0.003723348956555128,1.0,0.0062176985666155815,7.822368621826172,1.0,0.48075395822525024,0.003955472726374865
16.0,2.5511081218719482,3.950179100036621,1.1236233711242676,1.8792812824249268,0.0,21.89040184020996,0.17123287916183472,0.17269784212112427,0.24763846397399902,0.1185392290353775,0.0,0.9167826175689697,2.6687252521514893,4.006433010101318,5.0,1.0,7.865220546722412,0.8235136270523071,0.9699000120162964,0.8710291385650635,0.003652057610452175,1.0,0.006099263671785593,7.831171989440918,1.0,0.4807652235031128,0.003749237861484289
